date,P,D,E,CPI,GS10,real_P,real_D,real_E,E10,CAPE
2011-10-31,1207.22,25.596666666666664,86.97,226.421,2.15,1786.8038048811727,37.88557296290244,128.7241156628581,88.6495007667068,20.155824786688758
2011-11-30,1226.42,26.013333333333335,86.96000000000001,226.23,2.01,1816.7542284621845,38.534786883555086,128.81798055076692,89.29624921887917,20.34524679764582
2011-12-31,1243.32,26.43,86.95,225.672,1.98,1846.3430369297032,39.24882288232479,129.12164773432238,89.96205544111106,20.5235754994317
2012-01-31,1300.58,26.736666666666668,87.48,226.665,1.97,1922.9135404451501,39.53028522636196,129.33958427635497,90.64784834491009,21.213008091803456
2012-02-29,1352.49,27.043333333333337,88.01,227.663,1.97,1990.8968491696057,39.80841789911697,129.55277428699438,91.33628617987507,21.797435963717533
2012-03-31,1389.24,27.35,88.54,229.392,2.17,2029.5799431104833,39.95638726503104,129.35058604920835,92.0279812809903,22.053943972904708
2012-04-30,1386.43,27.673333333333332,88.33333333333334,230.085,2.05,2019.3741458917357,40.30698546913821,128.6599752989837,92.7201089427445,21.7792469068249
2012-05-31,1341.27,27.996666666666666,88.12666666666667,229.815,1.8,1955.8925399451734,40.825837807946975,128.50976306304347,93.3980652235082,20.94146741974348
2012-06-30,1323.48,28.32,87.92,229.478,1.62,1932.7846933910876,41.35798237739565,128.39667410383566,94.06420776075954,20.547504086856094
2012-07-31,1359.78,28.743333333333332,87.44666666666667,229.104,1.53,1989.0382203933582,42.04473413457062,127.91389948815095,94.71907678458203,20.999341293380567
2012-08-31,1403.45,29.166666666666664,86.97333333333333,230.379,1.68,2041.5555763003572,42.42785348635654,126.51743464754456,95.35332656886001,21.41042845344294
2012-09-30,1443.42,29.59,86.5,231.407,1.72,2090.3710274754008,42.85244676046965,125.26991026632729,95.96037211884212,21.783690301727685
2012-10-31,1437.82,30.14333333333333,86.50333333333333,231.317,1.75,2083.0712267364697,43.67077265902059,125.32347907489145,96.54079068459743,21.577109654528787
2012-11-30,1394.51,30.696666666666665,86.50666666666667,230.221,1.65,2029.9430216074988,44.68414302271874,125.92495164790934,97.135002390201,20.898162059573696
2012-12-31,1422.29,31.25,86.51,229.601,1.72,2075.972194469972,45.61244969534105,126.26985674060654,97.74680614389803,21.238261139845612
2013-01-31,1480.4,31.536666666666665,86.90666666666667,230.28,1.91,2154.4181869897516,45.89514200466099,126.47480629378728,98.3731241573896,21.900475413821813
2013-02-28,1512.31,31.82333333333333,87.30333333333334,232.166,1.98,2182.977984836281,45.93610838437439,126.01996592596103,98.98903879133664,22.05272433686195
2013-03-31,1550.83,32.11,87.7,232.773,1.96,2232.743021989234,46.229037635378674,126.26242916919058,99.5906327362913,22.419207114602575
2013-04-30,1570.7,32.49666666666667,88.78333333333333,232.531,1.76,2263.703463946743,46.83441580190742,127.9551405153148,100.18312920177104,22.595655396105606
2013-05-31,1639.84,32.88333333333334,89.86666666666667,232.945,1.93,2359.148253707957,47.307455855101715,129.28626557055674,100.76730723243007,23.41184178184241
2013-06-30,1618.77,33.27,90.95,233.504,2.3,2323.2608475336615,47.749148055279576,130.53156043365425,101.34033079951442,22.92533317391533
2013-07-31,1668.68,33.64666666666667,92.09,233.596,2.58,2393.9485358054076,48.27072200865312,132.11563670824845,101.90284532791951,23.492460177159643
2013-08-31,1670.09,34.02333333333333,93.23,233.877,2.74,2393.092646016923,48.75245573171653,133.59042170670907,102.4587318280092,23.356649094916104
2013-09-30,1687.17,34.4,94.37,234.149,2.81,2414.7584146953436,49.23492562428197,135.06685846405495,103.00865258555821,23.442287167960608
2013-10-31,1720.03,34.596666666666664,96.31333333333333,233.546,2.62,2468.1453921604307,49.64425237783277,138.20416496821468,103.55244533405276,23.834737887631437
2013-11-30,1783.54,34.79333333333334,98.25666666666666,233.069,2.72,2564.5164667330278,50.028637577999085,141.28129429839805,104.07062915661072,24.642077092412062
2013-12-31,1807.78,34.99,100.2,233.049,2.9,2599.593752579929,50.315738310398245,144.0879388025694,104.56147611353879,24.861869296461943
2014-01-31,1822.36,35.403333333333336,100.41666666666666,233.916,2.86,2610.846844978539,50.72141680845546,143.86429539165053,105.02364840673438,24.859609093632717
2014-02-28,1817.04,35.81666666666666,100.63333333333333,234.781,2.71,2593.634000451484,51.124534654990526,143.6435273368231,105.47115980806629,24.590930877894134
2014-03-31,1863.52,36.23,100.85,236.293,2.72,2642.958555183606,51.3836119034419,143.03166603538824,105.9045683843485,24.956039153965392
2014-04-30,1864.26,36.61333333333333,101.60666666666667,237.072,2.71,2635.3200654864345,51.75664982227621,143.63130006214706,106.32157395243065,24.786315396962646
2014-05-31,1889.77,36.99666666666667,102.36333333333334,237.9,2.56,2662.083411906263,52.11650763275887,144.19730001751438,106.72550043658478,24.943274109902593
2014-06-30,1947.09,37.38,103.12,238.343,2.6,2737.731013801538,52.55863123733443,144.9932063454769,107.11832683245022,25.558007623511305
2014-07-31,1973.1,37.75,104.06666666666666,238.25,2.54,2775.385648583421,53.099593651626435,146.38139636236446,107.49997893472738,25.817545976158744
2014-08-31,1961.53,38.120000000000005,105.01333333333334,237.852,2.42,2763.7279973786217,53.70976291979887,147.9601583617824,107.88392763450439,25.617606421799405
2014-09-30,1993.23,38.49,105.96,238.031,2.53,2806.2802830618703,54.190298206956236,149.18170948321855,108.27351567109444,25.918436892606206
2014-10-31,1937.27,38.806666666666665,104.74333333333334,237.433,2.3,2734.363349102694,54.77374193281192,147.84017288736894,108.66711848566189,25.16274828308326
2014-11-30,2044.57,39.123333333333335,103.52666666666667,236.151,2.33,2901.478428600768,55.520479964796536,146.91616824969336,109.05018862477046,26.60681714714343
2014-12-31,2054.27,39.44,102.31,234.812,2.21,2931.867823269253,56.28903062875832,146.0175132765787,109.42220159655018,26.79408548257256
2015-01-31,2028.18,39.89666666666667,101.28999999999999,233.707,1.88,2908.3182341350494,57.21001249784275,145.24527109799877,109.77977513784609,26.492295420383126
2015-02-28,2082.2,40.35333333333333,100.27000000000001,234.722,1.98,2972.8691624560115,57.61462888722261,143.1608831617829,110.1245634945606,26.995513699383253
2015-03-31,2079.99,40.81,99.25,236.119,2.04,2952.143490136329,57.92190146705686,140.86617791240857,110.44884086209896,26.728605452928488
2015-04-30,2094.86,41.120000000000005,97.80333333333334,236.599,1.94,2967.2166036838703,58.243484883706195,138.53129782529373,110.75269452805293,26.791371680192338
2015-05-31,2111.94,41.43,96.35666666666667,237.805,2.2,2976.238600891487,58.38497553667921,135.79004649117275,111.02836061297654,26.806111379650833
2015-06-30,2099.29,41.74,94.91,238.638,2.36,2948.0849071501602,58.61651511913442,133.2844621455929,111.26572152302242,26.495895292784855
2015-07-31,2094.14,41.99666666666667,93.49333333333334,238.654,2.32,2940.6554720851104,58.97300449954048,131.28619971451,111.46811246442422,26.381136336399702
2015-08-31,2039.87,42.25333333333333,92.07666666666667,238.316,2.17,2868.510480695799,59.4175753900983,129.4802528400667,111.64274211691978,25.69365841705771
